experiment,experiment_description,metric_focus,scenario,dataset,partition,dirichlet_alpha,model,train_size,test_size,num_clients,malicious_clients,global_rounds,local_epochs,attack,attack_scale,poison_fraction,trigger_pattern,trigger_position,public_source,public_fraction,method,clean_acc,clean_loss,asr,runtime_sec,method_note,history_storage_mb,fedrecover_warmup_rounds,fedrecover_requested_warmup_rounds,fedrecover_warmup_adjusted_to_satisfy_Tw_gt_s,fedrecover_correction_period,fedrecover_final_tuning_rounds,fedrecover_requested_final_tuning_rounds,fedrecover_lbfgs_buffer_size,fedrecover_tau,fedrecover_tolerance_rate,fedrecover_update_convention,exact_rounds,estimated_rounds,periodic_rounds,final_tuning_rounds,exact_client_updates,estimated_client_updates,abnormality_fixes,fallback_exact_updates,train_from_scratch_client_updates,average_cost_saving_percentage,crab_adaptive_rollback_round,crab_sensitivity_threshold,crab_cumulative_sensitivity,crab_cumulative_retained_norm,crab_sensitivity_considered_rounds,crab_rollback_policy,selected_rounds,selected_round_ids,used_clients,skipped_rounds,calibration_rounds,selected_clients_by_round,remaining_selected_clients_by_round,crab_windows,crab_num_windows,crab_train_loss_first,crab_train_loss_last,crab_select_round_ratio,crab_select_client_ratio,crab_loss_drop_alpha,crab_removed_client_source,crab_removed_clients,crab_recovery_mode,fedup_rate_limit_rounds,fedup_last_unlearning_round,fedup_detection_round,fedup_rate_limit_allowed,fedup_reference_history_index,fedup_reference_round,fedup_local_model_source,fedup_update_convention,fedup_similarity,fedup_similarity_z,fedup_similarity_source,fedup_p_min,fedup_p_max,fedup_gamma,fedup_detection_source,fedup_remaining_source,fedup_global_before_source,fedup_detected_unlearn_clients,fedup_remaining_clients,fedup_unlearn_last_round,fedup_remaining_last_round,fedup_benign_majority_assumption_ok,pruned_params,prunable_params,total_params,prune_ratio,fedup_prune_policy,fedup_layer_pruned,fedup_recovery_rounds,fedup_recovery_round_bound,fedup_recovery_round_policy,fedup_recovery_optimizer,fedup_recovery_lr,fedup_recovery_local_epochs,fedup_last_round_storage_bytes,fedup_last_round_storage_mb,detected_malicious,fedsweep_true_malicious,fedsweep_precision,fedsweep_recall,fedsweep_true_positive,fedsweep_false_positive,fedsweep_false_negative,fedsweep_entropies,fedsweep_entropy_norm,fedsweep_clusters,fedsweep_updated_credit,fedsweep_trigger_loss,fedsweep_trigger_ce,fedsweep_trigger_reg,fedsweep_trigger_l1_norm,fedsweep_trigger_tv_loss,fedsweep_trigger_delta_mean,fedsweep_trigger_delta_max,fedsweep_trigger_active_pixels,fedsweep_trigger_generator,fedsweep_trigger_position,fedsweep_credit_usage,fedsweep_trigger_success,fedsweep_unlearned_clients,fedsweep_unlearn_epochs,fedsweep_unlearn_lr,fedsweep_feature_weight,fedsweep_clean_weight,fedsweep_reference_history_index,fedsweep_defense_round,fedsweep_reference_round,fedsweep_reference_clients,fedsweep_local_model_source,fedsweep_paper_faithful_step4_loader,unlearning_backdoor_step1,unlearning_backdoor_step2,unlearning_backdoor_alpha,unlearning_backdoor_temperature,unlearning_backdoor_kd_epochs,unlearning_backdoor_kd_lr,unlearning_backdoor_optimizer,unlearning_backdoor_public_batches,unlearning_backdoor_kd_mean_loss,unlearning_backdoor_kd_mean_kl,unlearning_backdoor_kd_mean_ce,ul_subtract_clean_acc,ul_subtract_clean_loss,ul_subtract_asr,removed_clients,removed_client_source,aggregation_warning,removed_update_count,attacker_participating_rounds,sum_removed_update_norms,removed_norm,stored_client_summaries,removed_norm_client_0,removed_norm_client_1,fast_unlearning_order,fast_weighted_contribution,fast_over_unlearning_tolerance,fast_accepted_rounds,fast_considered_rounds,fast_stopped_early,fast_stop_round,fast_removed_norm,fast_benchmark_acc_before_extra,fast_benchmark_loss_before_extra,fast_step_trace,fast_target_clients,fast_target_client_source,fast_extra_epochs,fast_extra_lr,fast_extra_optimizer,true_malicious,mcc_detection_precision,mcc_detection_recall,mcc_detection_tp,mcc_detection_fp,mcc_detection_fn,mcc_detection_policy,mcc_detection_scores,mcc_initial_K,mcc_final_K,mcc_tau,mcc_per_client_K,mcc_noise_std,mcc_alpha,mcc_regularization_scale,mcc_regularization_mode,mcc_unlearn_rounds_run,mcc_unlearn_rounds_max,mcc_stopped_by_tau,mcc_stop_round,mcc_benign_clients_used,mcc_contribution_init,mcc_contribution_removed_norm,mcc_contribution_removed_updates,mcc_K_trace,mcc_round_trace,removed_norm_client_2,removed_norm_client_3,removed_norm_client_4,removed_norm_client_5,removed_norm_client_6,removed_norm_client_7
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_square,mnist,dirichlet,0.5,smallcnn,15000,3000,20,4,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,RetrainClean,0.9706666666666667,0.08826394335428873,0.002191380569758948,98.58853519998956,,484.6160888671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_square,mnist,dirichlet,0.5,smallcnn,15000,3000,20,4,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,FedRecover,0.9713333333333334,0.09076985041300456,0.0007304601899196494,66.66592840000521,fedrecover_paper_faithful_lbfgs_warmup_periodic_abnormality_final_tuning,484.6160888671875,20,20,False,10,6,6,2,0.22976338863372803,1e-06,delta,29,31,3,6,474,496,10,0,960,50.62499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_square,mnist,dirichlet,0.5,smallcnn,15000,3000,20,4,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,Crab,0.894,0.33343350728352866,0.0007304601899196494,82.04707840000628,official_crab_selection_adaptive_rollback_norm_calibrated_update_recovery,484.6160888671875,,,,,,,,,,,,,,,,,,,,,0,0.05,1.603527007624507,8.060694254934788,34,latest_round_under_cumulative_beta_bound,34,"0,2,3,4,5,6,7,8,9,11,13,15,17,21,24,25,27,28,29,32,34,35,38,39,40,43,44,45,46,51,52,53,55,58",398,0,34,"0:9,17,11,14,15,10,19,1,4,0,3,2,12,6;2:9,17,15,10,14,12,6,19,11,16,13,8,18,5;3:9,10,15,12,14,19,17,18,8,6,5,16,11,4;4:9,15,10,11,16,12,5,14,18,19,6,0,17,8;5:15,10,11,9,16,18,19,5,14,12,0,6,8,1;6:9,16,10,15,19,11,14,12,5,0,18,6,4,8;7:9,15,14,10,11,12,16,19,5,18,0,1,6,4;8:9,15,11,14,10,18,19,5,16,12,0,1,17,6;9:9,15,14,11,10,12,16,19,18,5,4,0,17,6;11:9,14,11,15,16,12,10,18,19,5,17,0,1,6;13:14,5,15,11,12,18,9,16,10,19,7,4,6,8;15:14,15,11,9,10,5,1,12,18,0,19,16,2,17;17:10,15,9,11,14,5,1,12,19,18,0,16,7,8;21:11,14,15,10,9,12,5,16,18,2,13,19,8,0;24:15,11,14,5,2,1,9,12,10,19,0,17,18,3;25:14,8,16,9,15,5,10,18,19,12,7,1,17,11;27:9,15,14,10,11,19,0,5,3,4,1,18,12,17;28:15,10,11,12,9,5,14,1,0,7,18,8,19,16;29:15,9,11,14,10,19,1,18,17,5,16,0,6,3;32:14,12,5,4,11,15,16,6,19,7,1,0,9,10;34:14,10,15,11,5,12,9,1,19,0,18,16,3,17;35:5,2,7,10,0,12,13,9,8,6,18,11,4,14;38:14,1,15,17,7,12,9,19,5,10,11,3,6,8;39:14,10,5,11,15,9,12,1,2,17,4,3,19,0;40:12,1,0,5,6,2,4,17,15,19,7,16,14,8;43:5,11,1,10,19,16,0,14,12,3,18,15,9,8;44:5,9,10,14,15,12,11,0,18,19,4,13,16,1;45:14,17,9,15,12,0,10,1,11,6,18,2,5,3;46:3,19,11,5,16,1,0,12,15,18,14,4,8,10;51:5,12,3,10,9,11,14,1,0,13,19,15,16,4;52:10,9,15,0,14,11,5,1,18,19,12,2,17,3;53:10,18,0,9,5,12,19,1,17,4,11,7,8,15;55:5,12,10,14,1,7,19,15,0,16,4,18,2,9;58:12,4,0,7,3,6,5,14,19,15,8,2,18,16","0:9,17,11,14,15,10,19,4,12,6;2:9,17,15,10,14,12,6,19,11,16,13,8,18,5;3:9,10,15,12,14,19,17,18,8,6,5,16,11,4;4:9,15,10,11,16,12,5,14,18,19,6,17,8;5:15,10,11,9,16,18,19,5,14,12,6,8;6:9,16,10,15,19,11,14,12,5,18,6,4,8;7:9,15,14,10,11,12,16,19,5,18,6,4;8:9,15,11,14,10,18,19,5,16,12,17,6;9:9,15,14,11,10,12,16,19,18,5,4,17,6;11:9,14,11,15,16,12,10,18,19,5,17,6;13:14,5,15,11,12,18,9,16,10,19,7,4,6,8;15:14,15,11,9,10,5,12,18,19,16,17;17:10,15,9,11,14,5,12,19,18,16,7,8;21:11,14,15,10,9,12,5,16,18,13,19,8;24:15,11,14,5,9,12,10,19,17,18;25:14,8,16,9,15,5,10,18,19,12,7,17,11;27:9,15,14,10,11,19,5,4,18,12,17;28:15,10,11,12,9,5,14,7,18,8,19,16;29:15,9,11,14,10,19,18,17,5,16,6;32:14,12,5,4,11,15,16,6,19,7,9,10;34:14,10,15,11,5,12,9,19,18,16,17;35:5,7,10,12,13,9,8,6,18,11,4,14;38:14,15,17,7,12,9,19,5,10,11,6,8;39:14,10,5,11,15,9,12,17,4,19;40:12,5,6,4,17,15,19,7,16,14,8;43:5,11,10,19,16,14,12,18,15,9,8;44:5,9,10,14,15,12,11,18,19,4,13,16;45:14,17,9,15,12,10,11,6,18,5;46:19,11,5,16,12,15,18,14,4,8,10;51:5,12,10,9,11,14,13,19,15,16,4;52:10,9,15,14,11,5,18,19,12,17;53:10,18,9,5,12,19,17,4,11,7,8,15;55:5,12,10,14,7,19,15,16,4,18,9;58:12,4,7,6,5,14,19,15,8,18,16","start=0,end=2,start_loss=2.306123,end_loss=1.540613,selected=0;start=2,end=3,start_loss=1.540613,end_loss=1.031433,selected=2;start=3,end=4,start_loss=1.031433,end_loss=0.782213,selected=3;start=4,end=5,start_loss=0.782213,end_loss=0.608071,selected=4;start=5,end=6,start_loss=0.608071,end_loss=0.519589,selected=5;start=6,end=7,start_loss=0.519589,end_loss=0.435044,selected=6;start=7,end=8,start_loss=0.435044,end_loss=0.376836,selected=7;start=8,end=9,start_loss=0.376836,end_loss=0.327752,selected=8;start=9,end=11,start_loss=0.327752,end_loss=0.268319,selected=9;start=11,end=13,start_loss=0.268319,end_loss=0.229977,selected=11;start=13,end=15,start_loss=0.229977,end_loss=0.204901,selected=13;start=15,end=17,start_loss=0.204901,end_loss=0.183843,selected=15;start=17,end=20,start_loss=0.183843,end_loss=0.162873,selected=17;start=20,end=23,start_loss=0.162873,end_loss=0.143655,selected=21;start=23,end=27,start_loss=0.143655,end_loss=0.129229,selected=24,25;start=27,end=32,start_loss=0.129229,end_loss=0.114980,selected=29,27,28;start=32,end=37,start_loss=0.114980,end_loss=0.100912,selected=34,35,32;start=37,end=43,start_loss=0.100912,end_loss=0.090184,selected=39,38,40;start=43,end=50,start_loss=0.090184,end_loss=0.080273,selected=46,45,43,44;start=50,end=58,start_loss=0.080273,end_loss=0.070783,selected=55,53,51,52;start=58,end=59,start_loss=0.070783,end_loss=0.075213,selected=58",21,2.3061229641914367,0.0752133330475539,0.6,0.7,0.1,detected_malicious_clients,"0,1,2,3",adaptive_rollback_chained_selective_recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_square,mnist,dirichlet,0.5,smallcnn,15000,3000,20,4,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,FedUP,0.958,0.13208003362019857,0.013148283418553688,15.68811519999872,fedup_algorithm1_algorithm2_detected_clients_autoP_rate_limit_recovery,484.6160888671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-1000000000,59,1,59,59,local_model_vectors,model,0.9994144081458274,0.9988288162916548,model,0.01,0.15,5.0,context_detector_output,all_clients_minus_detected,record_global_before,4,16,4,16,1,15777,105744,105866,0.14918208949619455,auto_similarity_paper_formula,"{'features.0.weight': 22, 'features.3.weight': 688, 'classifier.1.weight': 14971, 'classifier.3.weight': 96}",9,9,paper_bound_ceil_Rstar_times_P,adam,0.001,2,8892744,8.480781555175781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_square,mnist,dirichlet,0.5,smallcnn,15000,3000,20,4,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,FedSweep,0.9653333333333334,0.10392050298055013,0.6902848794740687,3.262335399980657,strict_v3_1_fedsweep_trigger_inversion_entropy_credit_weighted_kmeans_feature_unlearning_formal_aggregation,484.6160888671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17;0,0;1;2;3,0.5,0.25,1,1,3,0:0.003206;1:0.009336;2:0.018030;3:0.010163;4:0.025464;5:0.030072;6:0.011957;7:0.020933;8:0.016594;9:0.015078;10:0.014266;11:0.017726;12:0.025062;13:0.050475;14:0.029267;15:0.027992;16:0.022088;17:0.001433;18:0.017020;19:0.014688,0:0.036;1:0.161;2:0.338;3:0.178;4:0.490;5:0.584;6:0.215;7:0.398;8:0.309;9:0.278;10:0.262;11:0.332;12:0.482;13:1.000;14:0.568;15:0.542;16:0.421;17:0.000;18:0.318;19:0.270,0:0;1:0;2:0;3:0;4:1;5:1;6:0;7:0;8:0;9:0;10:0;11:0;12:1;13:1;14:1;15:1;16:0;17:0;18:0;19:0,0:0.900;1:1.000;2:1.000;3:1.000;4:1.000;5:1.000;6:1.000;7:1.000;8:1.000;9:1.000;10:1.000;11:1.000;12:1.000;13:1.000;14:1.000;15:1.000;16:1.000;17:0.900;18:1.000;19:1.000,0.021147817373275757,0.007056549657136202,0.014091267250478268,14.091266632080078,0.009410301223397255,0.017973553389310837,0.8868176937103271,16,patch,bottom_right,feature_and_sample_weight,1,2,2,0.003,0.3,2.0,59,-1,59,20,stored_history_record,public_clean_loader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_square,mnist,dirichlet,0.5,smallcnn,15000,3000,20,4,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,UnlearningBackdoor,0.97,0.10087744967142741,0.0007304601899196494,0.8090168999915477,paper_faithful_historical_update_subtraction_plus_clean_kd,484.6160888671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UL-Subtract,UL-Distill,1.0,2.0,4,0.02,sgd,96,0.16868589742807671,0.16868589742807671,0.0,0.604,2.932235392252604,0.0,0;1;2;3,detected_malicious_clients,,240.0,60.0,3.9123274970334023,1.962068796157837,4.0,0.7993455529212952,0.9866560697555542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4191669821739197,0.3399997651576996,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_square,mnist,dirichlet,0.5,smallcnn,15000,3000,20,4,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,FAST,0.9726666666666667,0.08642963409423828,0.01241782322863404,1.8445243000169285,fast_sequential_malicious_update_subtraction_over_unlearning_judge_benchmark_extra_training,484.6160888671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forward,0,0.01,12,13,1,12,1.1858561038970947,0.894,0.2800650469462077,"r=0,N=20,J=4,norm=0.173457,prev_acc=0.974667,cur_acc=0.973333,accepted=1,stopped=0;r=1,N=20,J=4,norm=0.170206,prev_acc=0.973333,cur_acc=0.970667,accepted=1,stopped=0;r=2,N=20,J=4,norm=0.162331,prev_acc=0.970667,cur_acc=0.970667,accepted=1,stopped=0;r=3,N=20,J=4,norm=0.138034,prev_acc=0.970667,cur_acc=0.967333,accepted=1,stopped=0;r=4,N=20,J=4,norm=0.127653,prev_acc=0.967333,cur_acc=0.962000,accepted=1,stopped=0;r=5,N=20,J=4,norm=0.114752,prev_acc=0.962000,cur_acc=0.955333,accepted=1,stopped=0;r=6,N=20,J=4,norm=0.0984614,prev_acc=0.955333,cur_acc=0.952000,accepted=1,stopped=0;r=7,N=20,J=4,norm=0.0985165,prev_acc=0.952000,cur_acc=0.940667,accepted=0,stopped=0;r=8,N=20,J=4,norm=0.0902231,prev_acc=0.940667,cur_acc=0.925333,accepted=0,stopped=0;r=9,N=20,J=4,norm=0.0640054,prev_acc=0.925333,cur_acc=0.918000,accepted=1,stopped=0;r=10,N=20,J=4,norm=0.0680192,prev_acc=0.918000,cur_acc=0.907333,accepted=0,stopped=0;r=11,N=20,J=4,norm=0.0594626,prev_acc=0.907333,cur_acc=0.894000,accepted=0,stopped=0;r=12,N=20,J=4,norm=0.0534146,prev_acc=0.894000,cur_acc=0.875333,accepted=0,stopped=1",0;1;2;3,detected_malicious_clients,4,0.02,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_square,mnist,dirichlet,0.5,smallcnn,15000,3000,20,4,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,MCCFed,0.9613333333333334,0.12002719497680664,0.003652300949598247,11.447176999994554,mccfed_detection_contribution_metric_K_regularized_federated_unlearning,484.6160888671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;1;2;6;8;9;10;13;17;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;1;2;3,0.3,0.75,3,7,1,kmeans_equal_size_farthest_distance_cluster,0:0.868911;1:0.837835;2:0.883735;3:1.034511;4:1.299530;5:1.219394;6:0.787860;7:1.070846;8:0.817466;9:0.925458;10:0.980382;11:1.093774;12:1.269715;13:0.749577;14:1.097737;15:1.135115;16:1.088816;17:0.796917;18:1.059567;19:0.982853,1.3152885675430297,1.2757129788398742,1.3810529959201812,0:1.279322;1:1.280264;2:1.279334;6:1.270314;8:1.273073;9:1.284069;10:1.273634;13:1.268718;17:1.273762;19:1.274639,0.01,1.0,1.0,repel_malicious,10,10,False,-1,10,detected_historical_contribution_removed,3.3804285526275635,600,1.315289;1.251454;1.235592;1.233610;1.236154;1.241817;1.246987;1.253489;1.260896;1.268645;1.275713,"round=0,K_before=1.315289,K_after=1.251454,benign_clients=10|round=1,K_before=1.251454,K_after=1.235592,benign_clients=10|round=2,K_before=1.235592,K_after=1.233610,benign_clients=10|round=3,K_before=1.233610,K_after=1.236154,benign_clients=10|round=4,K_before=1.236154,K_after=1.241817,benign_clients=10|round=5,K_before=1.241817,K_after=1.246987,benign_clients=10|round=6,K_before=1.246987,K_after=1.253489,benign_clients=10|round=7,K_before=1.253489,K_after=1.260896,benign_clients=10|round=8,K_before=1.260896,K_after=1.268645,benign_clients=10|round=9,K_before=1.268645,K_after=1.275713,benign_clients=10",,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_30p_malicious,mnist,dirichlet,0.5,smallcnn,15000,3000,20,6,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,Poisoned,0.9726666666666667,0.08429160690307617,0.9992695398100804,136.9330620999972,trained_with_malicious_clients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_30p_malicious,mnist,dirichlet,0.5,smallcnn,15000,3000,20,6,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,RetrainClean,0.9673333333333334,0.1004355837504069,0.004382761139517896,82.46423869999126,,484.6160888671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malicious_ratio,Malicious-client ratio stress test.,"clean_acc, asr, asr_drop_vs_poisoned, clean_acc_gap_to_retrain",mnist_dirichlet_alpha05_backdoor_30p_malicious,mnist,dirichlet,0.5,smallcnn,15000,3000,20,6,60,2,backdoor,1.0,0.7,square,bottom_right,test_split,0.5,FedRecover,0.97,0.10450378036499024,0.0029218407596785976,53.66925450001145,fedrecover_paper_faithful_lbfgs_warmup_periodic_abnormality_final_tuning,484.6160888671875,20,20,False,10,6,6,2,0.23977595567703247,1e-06,delta,29,31,3,6,415,434,9,0,840,50.59523809523809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
