asr_iou,client_id,eta_approx,method,post_clean_accuracy,predicted_labels,scenario,scores,true_labels
1.0,9,2.9073797167243014,sga_ewc,0.968,[0],sample,"[0.49999961256980896, 0.00017409614520147443, 0.0651358813047409, 1.900865936477203e-05, 0.07012636959552765, 0.003036016132682562, 0.09283270686864853, 0.015387755818665028, 0.18217560648918152, 0.07111291587352753]",[0]
1.0,4,1.8191324777028346,sga_ewc,0.945,[0],sample,"[0.5000002384185791, 3.0477916880045086e-05, 0.006808840669691563, 4.3345658923499286e-05, 0.003688089083880186, 0.0035570496693253517, 0.18921010196208954, 0.00015925487969070673, 0.23604625463485718, 0.06045641377568245]",[0]
1.0,7,6.2784586877796755,sga_ewc,0.97,[0],sample,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
1.0,7,4.094753425542991,sga_ewc,0.97,[0],sample,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
1.0,0,6.124167891487412,sga_ewc,0.97,[0],sample,"[0.5, 0.00011176261614309624, 0.0755738690495491, 7.32615433207684e-07, 0.00011588694178499281, 0.0008917287341319025, 0.01215300615876913, 0.0001182216583401896, 0.28371095657348633, 0.12732383608818054]",[0]
1.0,5,1.9408903808036797,sga_ewc,0.958,[0],sample,"[0.4999992847442627, 0.00022091405116952956, 0.0514368861913681, 0.0001085522017092444, 3.26956833305303e-05, 0.007082154508680105, 0.0010302956216037273, 0.006714146118611097, 0.06251031905412674, 0.3708648383617401]",[0]
1.0,9,3.176067742943029,sga_ewc,0.968,[0],sample,"[0.49999961256980896, 0.00017409614520147443, 0.0651358813047409, 1.900865936477203e-05, 0.07012636959552765, 0.003036016132682562, 0.09283270686864853, 0.015387755818665028, 0.18217560648918152, 0.07111291587352753]",[0]
1.0,6,5.471647060875109,sga_ewc,0.971,[0],sample,"[0.4999989867210388, 0.0037345571909099817, 0.03222239390015602, 0.0001032803556881845, 0.0019696271046996117, 0.005525037180632353, 0.0738995298743248, 0.00022454108693636954, 0.02357049286365509, 0.3587515950202942]",[0]
1.0,7,6.228994490275348,sga_ewc,0.97,[0],sample,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
1.0,2,3.084345909351995,sga_ewc,0.971,[0],sample,"[0.5000000596046448, 0.030422264710068703, 0.012570949271321297, 2.123963349731639e-05, 1.1445858035585843e-05, 0.004360366612672806, 0.0009448314667679369, 0.002216245047748089, 0.36849021911621094, 0.08096233010292053]",[0]
1.0,4,1.7361528070941679,sga_ewc,0.945,[0],sample,"[0.5000002384185791, 3.0477916880045086e-05, 0.006808840669691563, 4.3345658923499286e-05, 0.003688089083880186, 0.0035570496693253517, 0.18921010196208954, 0.00015925487969070673, 0.23604625463485718, 0.06045641377568245]",[0]
1.0,5,1.8402776541004242,sga_ewc,0.958,[0],sample,"[0.4999992847442627, 0.00022091405116952956, 0.0514368861913681, 0.0001085522017092444, 3.26956833305303e-05, 0.007082154508680105, 0.0010302956216037273, 0.006714146118611097, 0.06251031905412674, 0.3708648383617401]",[0]
1.0,7,4.1595032331874435,sga_ewc,0.97,[0],sample,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
1.0,1,6.558810125499316,sga_ewc,0.972,[0],sample,"[0.49999985098838806, 0.00015369731409009546, 0.0536540225148201, 8.569629244448151e-06, 0.00028017739532515407, 0.03199673444032669, 0.007352737244218588, 0.0005647654761560261, 0.29125940799713135, 0.11472994089126587]",[0]
1.0,9,2.741072326945767,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,9,1.5416814535785923,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,8,3.6417894091600034,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,2,2.1104284401657414,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,4,3.065529465312907,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,8,3.616794613779063,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,1,1.818487260630516,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,7,2.1231307401337305,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,9,1.4751008382941029,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,0,3.2620028484043933,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,1,2.459902467505051,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,4,2.7909530909897033,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,7,2.918482097033303,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,4,2.7557528239479208,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,3,2.4631569166177387,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,1,1.7317949123741383,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,4,2.5501872336953855,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,7,2.8090761482527298,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,1,1.6016689624928482,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,7,2.322557846998994,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,7,2.8668002634323178,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,9,2.861216518558552,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,3,3.5673610240216167,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,5,2.038524153138533,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,0,2.066953807585688,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,1,1.623264122304448,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,0,3.8573450901211648,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,6,0.779881108697775,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,4,3.100861536407512,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,6,1.5714132411682817,sga_ewc,0.964,[0],class,"[0.5000007152557373, 0.013586917892098427, 0.04675506427884102, 5.126405812916346e-05, 0.005944535136222839, 0.0035352453123778105, 0.05792420729994774, 0.0020494258496910334, 0.16254137456417084, 0.20761127769947052]",[0]
1.0,0,7.109413215235054,sga_ewc,0.97,[0],client,"[0.5, 0.00011176261614309624, 0.0755738690495491, 7.32615433207684e-07, 0.00011588694178499281, 0.0008917287341319025, 0.01215300615876913, 0.0001182216583401896, 0.28371095657348633, 0.12732383608818054]",[0]
1.0,9,3.0091829415467344,sga_ewc,0.968,[0],client,"[0.49999961256980896, 0.00017409614520147443, 0.0651358813047409, 1.900865936477203e-05, 0.07012636959552765, 0.003036016132682562, 0.09283270686864853, 0.015387755818665028, 0.18217560648918152, 0.07111291587352753]",[0]
1.0,7,2.9394216079549462,sga_ewc,0.97,[0],client,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
1.0,9,3.4484823622728547,sga_ewc,0.968,[0],client,"[0.49999961256980896, 0.00017409614520147443, 0.0651358813047409, 1.900865936477203e-05, 0.07012636959552765, 0.003036016132682562, 0.09283270686864853, 0.015387755818665028, 0.18217560648918152, 0.07111291587352753]",[0]
1.0,5,2.06012404630031,sga_ewc,0.958,[0],client,"[0.4999992847442627, 0.00022091405116952956, 0.0514368861913681, 0.0001085522017092444, 3.26956833305303e-05, 0.007082154508680105, 0.0010302956216037273, 0.006714146118611097, 0.06251031905412674, 0.3708648383617401]",[0]
1.0,1,4.313143073199301,sga_ewc,0.972,[0],client,"[0.49999985098838806, 0.00015369731409009546, 0.0536540225148201, 8.569629244448151e-06, 0.00028017739532515407, 0.03199673444032669, 0.007352737244218588, 0.0005647654761560261, 0.29125940799713135, 0.11472994089126587]",[0]
1.0,2,4.667845656115198,sga_ewc,0.971,[0],client,"[0.5000000596046448, 0.030422264710068703, 0.012570949271321297, 2.123963349731639e-05, 1.1445858035585843e-05, 0.004360366612672806, 0.0009448314667679369, 0.002216245047748089, 0.36849021911621094, 0.08096233010292053]",[0]
1.0,8,1.014798357339605,sga_ewc,0.904,[0],client,"[0.49999988079071045, 2.4560144083807245e-05, 0.04879777505993843, 3.487628055154346e-05, 7.164527050917968e-05, 0.0006957508740015328, 0.0006243055686354637, 7.031945278868079e-05, 0.11018931865692139, 0.33949145674705505]",[0]
1.0,4,1.5482123813190325,sga_ewc,0.945,[0],client,"[0.5000002384185791, 3.0477916880045086e-05, 0.006808840669691563, 4.3345658923499286e-05, 0.003688089083880186, 0.0035570496693253517, 0.18921010196208954, 0.00015925487969070673, 0.23604625463485718, 0.06045641377568245]",[0]
1.0,2,3.471146911153382,sga_ewc,0.971,[0],client,"[0.5000000596046448, 0.030422264710068703, 0.012570949271321297, 2.123963349731639e-05, 1.1445858035585843e-05, 0.004360366612672806, 0.0009448314667679369, 0.002216245047748089, 0.36849021911621094, 0.08096233010292053]",[0]
1.0,3,1.6790764082869485,sga_ewc,0.947,[0],client,"[0.4999995827674866, 0.06988325715065002, 0.016858968883752823, 7.44588251109235e-05, 0.000825724855531007, 0.0030777559150010347, 0.047365814447402954, 0.00010896255116676912, 0.1555824875831604, 0.20622295141220093]",[0]
1.0,6,2.843536442852865,sga_ewc,0.971,[0],client,"[0.4999989867210388, 0.0037345571909099817, 0.03222239390015602, 0.0001032803556881845, 0.0019696271046996117, 0.005525037180632353, 0.0738995298743248, 0.00022454108693636954, 0.02357049286365509, 0.3587515950202942]",[0]
1.0,7,4.195855468080424,sga_ewc,0.97,[0],client,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
1.0,8,0.9399127152940778,sga_ewc,0.904,[0],client,"[0.49999988079071045, 2.4560144083807245e-05, 0.04879777505993843, 3.487628055154346e-05, 7.164527050917968e-05, 0.0006957508740015328, 0.0006243055686354637, 7.031945278868079e-05, 0.11018931865692139, 0.33949145674705505]",[0]
1.0,1,4.8136761153745296,sga_ewc,0.972,[0],client,"[0.49999985098838806, 0.00015369731409009546, 0.0536540225148201, 8.569629244448151e-06, 0.00028017739532515407, 0.03199673444032669, 0.007352737244218588, 0.0005647654761560261, 0.29125940799713135, 0.11472994089126587]",[0]
1.0,3,1.3042150787703615,sga_ewc,0.947,[0],client,"[0.4999995827674866, 0.06988325715065002, 0.016858968883752823, 7.44588251109235e-05, 0.000825724855531007, 0.0030777559150010347, 0.047365814447402954, 0.00010896255116676912, 0.1555824875831604, 0.20622295141220093]",[0]
1.0,5,1.750422465958062,sga_ewc,0.958,[0],client,"[0.4999992847442627, 0.00022091405116952956, 0.0514368861913681, 0.0001085522017092444, 3.26956833305303e-05, 0.007082154508680105, 0.0010302956216037273, 0.006714146118611097, 0.06251031905412674, 0.3708648383617401]",[0]
1.0,4,1.5869202999591965,sga_ewc,0.945,[0],client,"[0.5000002384185791, 3.0477916880045086e-05, 0.006808840669691563, 4.3345658923499286e-05, 0.003688089083880186, 0.0035570496693253517, 0.18921010196208954, 0.00015925487969070673, 0.23604625463485718, 0.06045641377568245]",[0]
1.0,8,1.148640584083287,sga_ewc,0.904,[0],client,"[0.49999988079071045, 2.4560144083807245e-05, 0.04879777505993843, 3.487628055154346e-05, 7.164527050917968e-05, 0.0006957508740015328, 0.0006243055686354637, 7.031945278868079e-05, 0.11018931865692139, 0.33949145674705505]",[0]
1.0,6,2.1674890824420743,sga_ewc,0.971,[0],client,"[0.4999989867210388, 0.0037345571909099817, 0.03222239390015602, 0.0001032803556881845, 0.0019696271046996117, 0.005525037180632353, 0.0738995298743248, 0.00022454108693636954, 0.02357049286365509, 0.3587515950202942]",[0]
1.0,5,1.5142627181732535,sga_ewc,0.958,[0],client,"[0.4999992847442627, 0.00022091405116952956, 0.0514368861913681, 0.0001085522017092444, 3.26956833305303e-05, 0.007082154508680105, 0.0010302956216037273, 0.006714146118611097, 0.06251031905412674, 0.3708648383617401]",[0]
1.0,1,3.2419277589935582,sga_ewc,0.972,[0],client,"[0.49999985098838806, 0.00015369731409009546, 0.0536540225148201, 8.569629244448151e-06, 0.00028017739532515407, 0.03199673444032669, 0.007352737244218588, 0.0005647654761560261, 0.29125940799713135, 0.11472994089126587]",[0]
1.0,7,7.103797841683039,sga_ewc,0.97,[0],client,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
1.0,7,5.7198292777967925,sga_ewc,0.97,[0],client,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
1.0,6,6.12388726929799,sga_ewc,0.971,[0],client,"[0.4999989867210388, 0.0037345571909099817, 0.03222239390015602, 0.0001032803556881845, 0.0019696271046996117, 0.005525037180632353, 0.0738995298743248, 0.00022454108693636954, 0.02357049286365509, 0.3587515950202942]",[0]
1.0,0,6.953004562898991,sga_ewc,0.97,[0],client,"[0.5, 0.00011176261614309624, 0.0755738690495491, 7.32615433207684e-07, 0.00011588694178499281, 0.0008917287341319025, 0.01215300615876913, 0.0001182216583401896, 0.28371095657348633, 0.12732383608818054]",[0]
1.0,5,1.3892480900711728,sga_ewc,0.958,[0],client,"[0.4999992847442627, 0.00022091405116952956, 0.0514368861913681, 0.0001085522017092444, 3.26956833305303e-05, 0.007082154508680105, 0.0010302956216037273, 0.006714146118611097, 0.06251031905412674, 0.3708648383617401]",[0]
1.0,5,1.187168164662855,sga_ewc,0.958,[0],client,"[0.4999992847442627, 0.00022091405116952956, 0.0514368861913681, 0.0001085522017092444, 3.26956833305303e-05, 0.007082154508680105, 0.0010302956216037273, 0.006714146118611097, 0.06251031905412674, 0.3708648383617401]",[0]
1.0,1,7.01220743434028,sga_ewc,0.972,[0],client,"[0.49999985098838806, 0.00015369731409009546, 0.0536540225148201, 8.569629244448151e-06, 0.00028017739532515407, 0.03199673444032669, 0.007352737244218588, 0.0005647654761560261, 0.29125940799713135, 0.11472994089126587]",[0]
1.0,7,3.3696801232449833,sga_ewc,0.97,[0],client,"[0.4999983310699463, 0.0002274391008540988, 0.26799866557121277, 6.39924910501577e-05, 0.009478854015469551, 0.00030202639754861593, 0.13771893084049225, 0.0007770382799208164, 0.0561736524105072, 0.027261175215244293]",[0]
